opportunity_id,outcome,primary_loss_reason,primary_win_reason,loss_reason_detail,decision_process_notes,champion_strength,procurement_friction_flag,competitor_capture_completeness,record_completeness_score
987,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,weak,false,low,0.47
988,lost,competitor,,incumbent competitor kept the global trade team aligned,,mixed,true,medium,0.46
989,lost,no_decision,,project paused after steering committee could not commit,,weak,true,high,0.47
990,lost,price,,pricing came in above internal threshold after procurement review,,mixed,false,low,0.48
991,lost,no_decision,,,,mixed,false,high,0.39
992,lost,budget,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,weak,false,low,0.43
993,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,weak,false,high,0.47
994,lost,no_decision,,,,unknown,false,high,0.56
995,won,,Global rollout fit and clear ROI case,,,strong,false,high,0.93
996,won,,Best workflow match for cross-border operations,,,mixed,,medium,0.88
997,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,unknown,,high,0.95
998,lost,no_decision,,,,unknown,true,medium,0.48
999,won,,Better analytics vision for renewal planning,,,strong,,low,0.92
1000,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,unknown,true,low,0.5
1001,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,strong,false,low,0.45
1002,lost,price,,pricing came in above internal threshold after procurement review,,mixed,false,medium,0.5
1003,lost,price,,,late-stage decision path remained fuzzy,strong,false,low,0.44
1004,lost,price,,pricing came in above internal threshold after procurement review,,weak,false,low,0.53
1005,lost,price,,,,weak,false,low,0.59
1006,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,mixed,,high,0.92
1007,lost,timing,,,,weak,false,medium,0.48
1008,lost,budget,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,unknown,false,medium,0.38
1009,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,medium,0.96
1010,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,mixed,,medium,0.95
1011,lost,competitor,,,,weak,false,low,0.41
1012,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,late-stage decision path remained fuzzy,unknown,true,medium,0.44
1013,lost,competitor,,incumbent competitor kept the global trade team aligned,,mixed,true,high,0.56
1014,won,,Better analytics vision for renewal planning,,,strong,,high,0.95
1015,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,strong,false,low,0.56
1016,lost,price,,pricing came in above internal threshold after procurement review,,unknown,false,low,0.48
1017,lost,timing,,,,unknown,false,low,0.37
1018,lost,budget,,,,weak,false,low,0.37
1019,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,false,low,0.88
1020,lost,no_decision,,project paused after steering committee could not commit,,weak,false,low,0.5
1021,lost,timing,,,,unknown,false,medium,0.41
1022,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,false,medium,0.9
1023,lost,price,,,,weak,true,high,0.37
1024,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,unknown,,medium,0.87
1025,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,high,0.88
1026,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.88
1027,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,high,0.95
1028,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,false,high,0.91
1029,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,mixed,,high,0.87
1030,won,,Global rollout fit and clear ROI case,,,strong,,high,0.9
1031,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,medium,0.91
1032,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,false,high,0.9
1033,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,medium,0.93
1034,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,high,0.92
1035,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,medium,0.91
1036,lost,procurement_legal_friction,,,,weak,true,low,0.6
1037,lost,price,,,,mixed,true,low,0.39
1038,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,strong,false,high,0.56
1039,lost,price,,pricing came in above internal threshold after procurement review,,mixed,true,high,0.52
1040,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,mixed,false,medium,0.45
1041,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,strong,false,low,0.3
1042,lost,,,,,mixed,false,medium,0.44
1043,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,low,0.93
1044,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,late-stage decision path remained fuzzy,weak,false,medium,0.46
1045,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,mixed,,low,0.92
1046,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,mixed,false,high,0.41
1047,won,,Executive alignment and stronger services plan,,,unknown,,high,0.95
1048,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,high,0.93
1049,won,,Better analytics vision for renewal planning,,,strong,,high,0.87
1050,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,high,0.94
1051,lost,price,,pricing came in above internal threshold after procurement review,,unknown,false,medium,0.49
1052,lost,procurement_legal_friction,,,,weak,false,low,0.37
1053,lost,competitor,,incumbent competitor kept the global trade team aligned,,mixed,false,medium,0.46
1054,lost,timing,,timeline slipped and rollout moved into next planning cycle,late-stage decision path remained fuzzy,mixed,false,medium,0.52
1055,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,false,high,0.92
1056,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,medium,0.87
1057,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,high,0.94
1058,lost,product_gap,,needed deeper compliance edge cases for certain corridors,late-stage decision path remained fuzzy,mixed,false,low,0.47
1059,lost,no_decision,,,late-stage decision path remained fuzzy,weak,false,medium,0.57
1060,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,weak,true,medium,0.52
1061,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,mixed,true,low,0.58
1062,lost,product_gap,,needed deeper compliance edge cases for certain corridors,,mixed,false,low,0.41
1063,lost,budget,,,,weak,false,medium,0.39
1064,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,high,0.95
1065,lost,timing,,,,unknown,false,high,0.56
1066,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,medium,0.91
1067,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,true,high,0.95
1068,lost,budget,,budget shifted to warehouse modernization workstream,,mixed,true,low,0.53
1069,lost,product_gap,,needed deeper compliance edge cases for certain corridors,late-stage decision path remained fuzzy,weak,false,low,0.6
1070,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,mixed,false,high,0.95
1071,won,,Best workflow match for cross-border operations,,,strong,,medium,0.89
1072,lost,price,,,,mixed,true,low,0.6
1073,lost,competitor,,,,strong,false,low,0.58
1074,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,high,0.94
1075,lost,competitor,,incumbent competitor kept the global trade team aligned,,mixed,true,medium,0.44
1076,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,true,high,0.95
